NUM,EXPECTED,model_epoch_01_gs_6146_beam_width_5,# characters,edit distance
822,気付かないでいたなんて,きくかないでいたなんて,11,2
823,教授室に入ったときには,共務質にはいったときには,11,5
824,利き手が変わることはまれではないの,ききて手かわることはまれではないの,17,4
825,これは自分に起こってることではないと,これは自分におこっていることではないと,18,2
826,思い込んでしまったのね,思い込んでしまったのね,11,0
827,たくさん救ってきたのは事実です,たくさんすっってきたのは時実です,15,3
828,啓介さんの人格ではなく,経えくさんの人格ではなく,11,3
829,何か切なくなっちゃったな,なにか食なくなっちゃったな,12,3
830,ちょっと大事なこと言いに来た,ちょっと大じなこといいにきた,14,3
831,女性への関心は極めて強いが,女性への関信は変わめて使いが,13,4
832,お前ら今消しゴム盗んだろうう,今間らいかけしご考むんだろう,14,9
833,だからお母さん駄目ですって,だからお回さんだめですって,13,3
834,講習やってるんですから,公集やってるんですから,11,2
835,対策室の面々は人が足りない,対策室の面面は人がたりない,13,2
836,何でわたしが小学生相手に,なんで私が商額性アイテテに,12,11
837,俺が謹慎処分ってことで,あれが金新所分ってことで,11,5
838,逆に矛先をかわしたんだよ,逆に今回をかわしたんだよ,12,2
839,手伝ってもらうつもりだったけど,つつだってもらうつもりだったけど,15,3
840,駅前広場に設置された爆弾が,きき前年バニテッチされたバクだんが,13,12
841,まあ取り調べるしかないやろ,ママトリシラベルしかないやろ,13,8
842,岩井と片桐は被疑者の取り調べ,いわいと答げりは日議者の取りら連べ,14,10
843,かみつかれないようにね,カミツかれないようにね,11,3
844,俺の耳に入ってくるはずだぞ,例の見みにはいってくるはずだろ,13,6
845,ごみ箱蹴ったのと今回の事件と,ごみばこけったのと今回の事件と,14,3
846,それを切り出すタイミング,それをキリアスタイミング,12,4
847,こいつは俺の大学の後輩だ,今日はおれの大学の公は大だ,12,8
848,だがまだ確証がつかめない,だがまだ格賞が使めない,12,4
849,あれも汚職の発覚を恐れた,あれも強くのはカククをおそれた,12,8
850,必死なやつらが上層部にいる,日しなやつらが状想分にいる,13,5
851,犯人の意図が分かりません,半人の人がわかりません,12,4
852,取り調べの緩急をだいぶ学んだようね,トリシラベの関給を大部マナンだうようね,17,13
853,関係があるのは彼じゃない,関係があるのはかれめゃない,12,3
854,当然実験に使うものだと思い,東前時件につくものだと思い,13,6
855,本人はそれをかたくなに否定してる,本人はそれを高くなに提定してる,16,3
856,その兄の置き時計を使って,その外の起きど経を使って,12,4
857,リーダーはじめ主要な幹部が,リUダUは見め出要な感分が,13,6
858,本当に刑事だったんだな,本当に経じだったんだな,11,2
859,それを探るために俺と付き合ってたなんて,それを探るためによりとつきあってたたんて,19,5
860,新たな情報があるそうだ,あらたな情報があるそうだ,11,2
861,だんだん多くなってるんですよね,ダダン大行なってるんですよね,15,6
862,講義をしていた教授は無事でした,公疑をしていた方事はビジでした,15,6
863,黒い月との関係は出てきてません,黒いつきとの関係は出てきてません,15,2
864,シャッターの修理に参りました,シャタタUの収理にまいりました,14,5
865,こちらサインの方お願いします,こちらサインのほいお願いします,14,2
866,本当の威力は分からない,本当の売力はわからない,11,2
867,これ当時の直接の指揮官は,これと事事のチェッシュの資期間は,12,11
868,情報のご提供が欠かせません,情報の後提供がかかせません,13,2
869,つきましては捜査にご協力,月ましてはそうさにご強力,12,6
870,感謝状を差し上げたいと思います,感社上をさし合えたいと思います,15,5
871,ぶち当たったかもしれませんよ,ブチアタタカカもしれませんよよ,14,8
872,黒い月のターゲットはそのホールなのよ,クロイ月のタUゲットはそのホUルなのよ,18,5
873,こっちにも爆弾があります,こっちにもバクダンがあります,12,4
874,大学の講義室を狙ったのも,大学の公議質を狙ったのも,12,3
875,全警備をこっちに回してくれ,全計ををちちに話してくれ,13,5
876,目的じゃなかったとしたら,目的時なかったとしたら,12,2
877,大山警視総監になってから,おおや高締そう感になってから,12,8
878,プールしていたと思われる,プUルしていたと思われる,12,1
879,予算運営部は使えなくなった,よさん円映由は使えなくなった,13,6
880,また狙われるかもしれないから,またんらわれるかもしれないから,14,2
881,その格好で会場に入った,その高校で開常にはいった,11,6
882,君たちの指揮権を持つことになった,聞みたちの式件を持つことになった,16,5
883,君たちには働いてもらう,聞みたちにははたらいてもらく,11,6
884,もしかしたらそのころから,もしかしたらそのころから,12,0
885,警察幹部の妨害があったのかも,携末カンブの防外があったのかも,14,7
886,その程度の嘘しかつけねえようじゃ,その定度のよしかつけけねようじゃ,16,4
887,わたし根が正直だから嘘つけないの,私げが商時高かかくも使けないの,16,11
888,逮捕のときにたっぷりと,体本と答にタップリト,11,9
889,果たせへんかったけどな,ハタセン限ったけどな,11,6
890,そのすきに乗じるつもりや,その作に上じるつもりや,12,3
891,これが仕掛けられた爆弾,これがしかけられた格だん,11,5
892,あなたしか分かる人がいないと思います,あなたしかわる人がいないと思います,18,2
893,事件解決のためなら頭を下げる,時件会決のためなら高めを選る,14,6
894,それがわたしのプライド,それが私のプライド,11,3
895,この前もお前にはだまされた,この前も今前にはだまされた,13,1
896,お茶でも飲みながらゆっくりやりましょう,男でものみながライクリリやましょう,19,9
Total CER: 4311/12057=0.36,,,,
